ts,type,side,price,size,trade_aggr_side
161858,book,A,9989,0.000000,
161862,book,A,9987,74.251553,
161864,book,B,9983,1.774250,
161868,trade,T,9987,3.955886,B
161870,trade,T,9985,3.505464,S
161875,trade,T,9987,17.228214,B
161880,book,B,9979,0.000000,
161883,book,A,9989,0.000000,
161888,trade,T,9985,5.760577,S
161889,book,A,9991,21.878269,
161893,trade,T,9987,8.758956,B
161896,book,A,9991,24.019668,
161899,trade,T,9987,16.502165,B
161900,book,B,9985,62.871317,
161905,book,B,9981,0.000000,
161910,book,A,9993,0.000000,
161914,trade,T,9985,15.068009,S
161915,book,B,9984,19.766452,
161919,book,A,9988,0.000000,
161921,trade,T,9987,8.087582,B
161922,book,B,9983,4.874180,
161923,book,B,9984,22.261397,
161927,book,B,9984,24.332652,
161928,trade,T,9987,9.638894,B
161930,trade,T,9987,12.997720,B
161933,trade,T,9987,1.902899,B
161935,book,B,9983,7.644726,
161938,book,B,9984,21.411881,
161939,book,A,9994,0.000000,
161940,book,A,9988,7.171787,
161942,book,B,9985,0.000000,
161944,book,A,9987,69.509087,
161945,trade,T,9987,19.242615,B
161950,trade,T,9987,2.938062,B
161952,book,B,9981,0.000000,
161957,book,B,9984,24.176214,
161961,book,B,9983,17.772867,
161963,book,A,9987,77.746037,
161964,book,A,9992,23.753674,
161969,book,B,9979,4.042403,
161974,book,B,9984,12.127197,
161979,book,A,9987,68.304191,
161981,trade,T,9987,12.672950,B
161984,book,B,9984,9.478444,
161989,trade,T,9987,3.795466,B
161991,book,B,9985,50.500686,
161993,book,B,9981,4.972975,
161995,book,B,9985,0.000000,
161996,book,B,9984,7.853628,
161997,trade,T,9987,3.081502,B
161999,book,A,9989,0.000000,
162001,book,B,9983,19.907669,
162005,book,A,9987,69.784780,
162006,book,A,9989,0.000000,
162008,book,B,9983,37.775841,
162011,book,B,9985,78.581624,
162016,book,B,9985,0.000000,
162017,trade,T,9987,17.489506,B
162019,book,A,9989,0.000000,
162023,trade,T,9985,19.994754,S
162025,book,B,9979,5.821853,
162030,book,A,9993,11.007811,
162035,book,B,9979,0.000000,
162039,book,B,9981,0.000000,
162041,book,B,9983,38.011766,
162044,book,A,9991,22.618918,
162046,trade,T,9985,1.968942,S
162051,book,A,9988,0.000000,
162055,book,A,9987,60.729971,
162059,book,A,9988,3.597454,
162062,book,B,9984,11.459397,
162067,book,A,9991,23.606794,
162068,book,B,9983,28.982735,
162073,book,B,9985,47.345364,
162078,book,A,9988,0.000000,
162082,book,A,9989,0.000000,
162087,book,B,9978,5.740081,
162091,book,B,9982,41.212633,
162094,book,A,9990,23.750425,
162099,book,A,9987,62.713531,
162103,trade,T,9985,19.512372,S
162106,book,B,9981,0.000000,
162110,book,B,9985,39.437428,
162113,book,A,9989,0.000000,
162116,trade,T,9987,2.291936,B
162121,book,B,9985,33.947323,
162125,trade,T,9985,18.130951,S
162129,book,B,9985,45.675322,
162133,book,B,9985,58.141177,
162136,book,A,9987,68.531053,
162137,trade,T,9985,16.817467,S
162140,book,A,9988,0.000000,
162142,book,A,9989,4.026716,
162144,book,A,9987,79.146524,
162145,book,A,9992,24.967439,
162147,book,A,9992,29.706018,
162151,trade,T,9985,2.723980,S
162154,book,B,9983,29.222913,
162156,book,A,9991,22.450117,
162157,book,A,9988,15.531422,
162158,trade,T,9985,6.095249,S
162163,book,A,9989,4.674513,
162164,book,A,9987,80.622427,
162167,trade,T,9985,16.897686,S
162172,book,B,9985,59.385802,
162174,book,B,9984,17.993808,
162176,book,B,9982,48.267625,
162180,book,A,9988,24.409473,
162182,trade,T,9987,4.978322,B
162183,trade,T,9985,5.811301,S
162185,book,B,9979,0.000000,
162188,book,A,9987,73.682297,
162191,trade,T,9987,13.320866,B
162192,book,A,9994,4.876136,
162193,book,A,9987,74.082083,
162195,book,B,9979,0.000000,
162198,trade,T,9987,7.999976,B
162199,trade,T,9985,5.811588,S
162201,book,A,9992,34.566322,
162202,book,B,9980,0.000000,
162204,book,B,9978,0.000000,
162208,book,B,9984,15.938856,
162211,trade,T,9985,8.449202,S
162212,book,B,9982,45.636233,
162216,trade,T,9987,16.098201,B
162218,trade,T,9987,2.341511,B
162222,book,A,9994,0.000000,
162223,book,B,9984,11.558059,
162228,book,A,9992,47.341902,
162232,trade,T,9987,16.428812,B
162236,trade,T,9985,2.467471,S
162241,book,B,9984,5.100106,
162242,trade,T,9985,0.813166,S
162246,trade,T,9985,12.701501,S
162248,trade,T,9985,9.508555,S
162250,book,B,9982,37.725277,
162255,book,A,9994,0.000000,
162259,trade,T,9985,9.200664,S
162261,book,B,9985,68.327653,
162266,trade,T,9987,8.551135,B
162270,book,A,9989,8.767491,
162271,book,B,9983,24.011781,
162272,trade,T,9987,16.217197,B
162275,book,A,9989,12.293198,
162280,book,B,9978,0.000000,
162283,trade,T,9985,12.972979,S
162286,book,B,9980,0.000000,
162288,book,A,9988,24.902349,
162293,book,A,9988,23.842079,
162294,book,B,9984,11.512372,
162298,book,A,9991,19.915396,
162301,book,A,9987,72.023401,
162304,book,A,9988,26.750302,
162309,book,A,9987,75.685793,
162314,book,B,9979,0.000000,
162317,book,A,9988,22.550496,
162321,book,B,9983,15.677625,
162326,book,B,9982,35.172732,
162328,book,B,9983,0.000000,
162333,trade,T,9987,11.525707,B
162335,book,B,9985,0.000000,
162337,book,A,9987,82.615209,
162341,book,A,9987,75.568385,
162344,book,B,9985,69.674988,
162347,book,A,9992,37.595909,
162348,book,B,9979,0.000000,
162350,trade,T,9987,11.201223,B
162354,book,B,9980,0.531430,
162357,book,B,9985,76.268433,
162360,book,A,9988,38.778113,
162362,trade,T,9987,10.939003,B
162367,book,B,9979,0.000000,
162370,trade,T,9987,11.896399,B
162371,book,A,9987,73.567390,
162373,trade,T,9985,2.208251,S
162375,trade,T,9987,15.963056,B
162380,trade,T,9985,13.791971,S
162381,book,B,9982,0.000000,
162384,trade,T,9985,13.571363,S
162389,trade,T,9985,12.576477,S
162392,trade,T,9985,13.651278,S
162395,trade,T,9987,5.000239,B
162398,book,B,9984,14.585651,
162401,book,B,9984,0.000000,
162406,book,B,9985,70.693751,
162407,trade,T,9985,1.549605,S
162410,book,A,9987,76.425633,
162412,book,A,9990,16.562621,
162414,book,A,9991,19.584973,
162415,trade,T,9987,12.971866,B
162418,book,B,9982,18.604848,
162419,trade,T,9985,1.367382,S
162423,trade,T,9985,4.570079,S
162426,trade,T,9987,0.100000,B
162431,trade,T,9987,12.305900,B
162436,book,B,9980,0.000000,
162440,book,B,9985,63.390529,
162442,book,A,9987,74.032273,
162447,trade,T,9985,16.335308,S
162452,book,B,9985,62.608181,
162456,book,A,9991,0.000000,
162458,book,A,9987,75.924674,
162463,book,B,9985,0.000000,
162467,book,B,9983,0.000000,
162470,book,A,9988,0.000000,
162472,book,A,9990,36.528320,
162476,book,B,9983,0.000000,
162481,trade,T,9987,0.160917,B
162486,trade,T,9985,4.374297,S
162490,book,B,9984,0.000000,
162495,trade,T,9988,11.615657,B
162499,book,B,9985,4.345949,
162503,book,B,9985,0.000000,
162508,book,B,9986,63.042346,
162511,book,B,9986,55.376338,
162512,book,A,9995,0.000000,
162514,book,B,9982,2.390958,
162519,book,B,9981,0.000000,
162522,book,B,9986,67.549357,
162523,book,B,9980,3.291371,
162528,book,B,9979,1.921910,
162529,trade,T,9986,6.891299,S
162530,book,B,9986,71.768235,
162533,book,B,9985,0.000000,
162536,trade,T,9986,8.349995,S
162540,trade,T,9988,14.067862,B
162545,trade,T,9986,18.608731,S
162546,book,A,9989,2.033630,
162547,trade,T,9988,16.861780,B
162551,trade,T,9986,17.576396,S
162555,book,A,9990,9.130737,
162558,trade,T,9986,16.072399,S
162561,book,B,9980,0.000000,
162566,book,B,9986,71.887496,
162568,book,A,9988,78.247458,
162569,book,B,9986,0.000000,
162570,book,A,9992,9.136943,
162571,trade,T,9988,5.418626,B
162574,book,B,9986,75.212794,
162575,book,A,9989,14.187119,
162578,trade,T,9986,2.587260,S
162581,trade,T,9988,17.909898,B
162583,book,A,9989,33.409766,
162585,book,A,9990,10.752687,
162588,book,A,9991,34.006441,
162593,book,B,9986,62.564405,
162594,book,B,9979,5.968166,
162595,book,B,9986,64.564613,
162597,book,A,9989,36.584114,
162601,book,A,9988,86.187509,
162604,book,A,9988,80.619932,
162606,trade,T,9988,12.435372,B
162610,book,B,9981,0.000000,
162615,trade,T,9988,11.502659,B
162616,book,B,9981,0.000000,
162619,book,A,9988,85.381319,
162620,book,A,9988,97.604632,
162622,trade,T,9988,19.571487,B
162624,book,B,9984,1.853188,
162628,trade,T,9986,3.201536,S
162631,book,B,9986,58.686799,
162636,book,B,9985,0.000000,
162640,book,B,9986,57.757885,
162641,book,A,9994,3.232571,
162645,book,A,9988,107.754471,
162650,trade,T,9988,10.248562,B
162655,book,A,9988,107.292792,
162657,trade,T,9988,7.431797,B
162662,book,B,9984,11.262044,
162667,book,B,9986,56.542671,
162668,trade,T,9988,2.389128,B
162669,book,B,9984,10.450090,
162674,book,B,9983,13.618014,
162675,trade,T,9988,4.156260,B
162678,book,B,9986,54.276515,
162679,trade,T,9986,7.779227,S
162683,book,A,9989,42.356362,
162688,book,A,9989,43.447682,
162689,book,A,9988,0.000000,
162690,book,B,9985,0.000000,
162695,trade,T,9986,5.745922,S
162699,trade,T,9988,3.850565,B
162701,book,B,9986,63.846180,
162705,book,B,9986,80.036990,
162710,book,B,9985,0.000000,
162715,book,A,9989,33.452068,
162716,book,A,9994,17.487678,
162717,book,A,9992,2.231495,
162722,book,A,9991,0.000000,
162727,book,B,9980,0.000000,
162731,book,B,9985,0.000000,
162735,book,B,9985,0.000000,
162739,trade,T,9988,16.734733,B
162741,book,A,9989,25.894911,
162746,book,A,9989,24.359024,
162751,trade,T,9988,9.767653,B
162755,book,B,9986,0.000000,
162757,book,B,9986,28.846199,
162758,book,A,9990,0.000000,
162759,trade,T,9988,18.042484,B
162760,trade,T,9986,10.915245,S
162764,book,A,9988,66.431792,
162765,trade,T,9986,5.843450,S
162769,book,B,9983,9.547262,
162770,trade,T,9988,4.597419,B
162774,trade,T,9986,12.995408,S
162776,book,B,9986,35.256992,
162778,book,B,9983,8.216557,
162782,trade,T,9988,13.674662,B
162784,book,B,9983,12.873429,
162786,trade,T,9986,10.839106,S
162791,book,A,9995,7.138511,
162793,book,B,9986,32.490115,
162798,book,A,9988,53.870070,
162800,book,A,9990,0.000000,
162802,book,B,9985,0.000000,
162805,book,B,9986,49.115907,
162807,trade,T,9988,14.856135,B
162811,trade,T,9986,6.205443,S
162813,book,B,9986,47.535010,
162818,book,A,9991,0.000000,
162819,book,B,9985,0.000000,
162824,book,A,9993,43.868394,
162825,trade,T,9986,16.542555,S
162829,book,A,9993,34.112330,
162832,book,A,9994,26.148654,
162833,trade,T,9986,7.218814,S
162837,book,A,9989,8.450759,
162839,trade,T,9986,2.273162,S
162844,book,B,9984,5.235133,
162849,book,A,9993,25.239847,
162852,book,B,9986,40.216139,
162853,book,B,9986,49.347215,
162856,book,B,9979,9.824410,
162857,trade,T,9988,12.521116,B
162859,book,A,9991,0.000000,
162864,book,B,9979,7.519500,
162869,book,B,9986,41.295911,
162874,book,A,9989,6.342642,
162877,book,B,9985,0.000000,
162879,book,A,9989,0.000000,
162884,book,A,9989,0.000000,
162888,book,A,9988,49.950084,
162890,trade,T,9988,4.774670,B
162895,book,A,9993,28.492953,
162899,book,A,9992,0.000000,
162903,trade,T,9988,15.880539,B
162906,book,B,9985,6.604278,
162909,trade,T,9988,18.289133,B
162913,book,A,9991,0.000000,
162917,trade,T,9986,0.568831,S
162918,book,B,9985,16.273518,
162919,book,B,9986,0.000000,
162923,book,A,9988,0.000000,
162925,trade,T,9988,4.111253,B
162930,book,A,9988,59.999738,
162932,trade,T,9986,8.073092,S
162936,book,A,9988,0.000000,
162941,book,B,9984,19.553940,
162946,trade,T,9988,14.229340,B
162949,trade,T,9985,11.558341,S
162952,book,A,9992,28.266387,
162953,book,A,9989,9.201228,
162955,book,A,9987,69.401208,
162959,book,A,9991,1.656104,
162964,trade,T,9987,8.960122,B
162965,book,A,9988,0.000000,
162968,book,B,9978,5.445737,
162969,trade,T,9985,18.856370,S
162971,book,B,9985,73.138832,
162975,book,B,9985,67.092786,
162978,book,A,9989,0.000000,
162983,book,B,9985,68.328443,
162986,book,B,9984,16.925280,
162991,book,A,9992,26.682649,
162993,book,B,9985,76.874481,
162998,trade,T,9987,10.509326,B
163002,book,B,9985,71.327651,
163004,trade,T,9985,16.099016,S
163008,book,A,9993,27.349423,
163011,book,B,9982,23.667898,
163016,trade,T,9987,14.093900,B
163018,book,A,9990,0.000000,
163022,book,B,9983,16.700938,
163023,book,A,9987,69.113723,
163027,book,B,9978,13.006294,
163031,book,B,9985,77.448330,
163033,trade,T,9985,13.903566,S
163038,book,A,9987,0.000000,
163041,trade,T,9985,11.678678,S
163043,book,A,9987,62.400666,
163046,trade,T,9987,11.696678,B
163047,book,B,9981,8.745456,
163049,book,B,9982,18.944155,
163051,book,B,9985,78.463441,
163056,book,B,9982,13.682944,
163057,trade,T,9987,3.584454,B
163061,trade,T,9987,7.990669,B
163062,trade,T,9985,4.687526,S
163064,trade,T,9985,4.738058,S
163068,trade,T,9987,9.023709,B
163072,book,A,9990,2.766046,
163075,book,B,9981,7.754905,
163076,trade,T,9985,8.491886,S
163081,book,A,9994,18.531192,
163082,book,A,9987,61.680681,
163084,book,A,9989,0.000000,
163085,book,A,9989,0.000000,
163089,book,B,9982,1.672354,
163094,book,B,9985,94.691572,
163097,book,A,9987,61.658192,
163099,book,A,9993,11.234637,
163101,trade,T,9985,2.745705,S
163102,book,A,9988,0.000000,
163107,book,A,9991,0.000000,
163111,book,A,9992,29.450685,
163114,book,A,9988,5.714475,
163115,book,A,9987,67.688167,
163116,book,A,9992,39.032155,
163119,book,B,9980,0.000000,
163123,book,A,9988,9.575986,
163125,book,A,9987,81.879810,
163130,book,A,9988,14.654175,
163131,trade,T,9985,11.107581,S
163133,book,B,9980,0.000000,
163134,book,B,9985,95.662270,
163135,trade,T,9987,19.453010,B
163136,book,B,9980,0.000000,
163139,book,B,9982,2.778487,
163142,trade,T,9987,8.758431,B
163146,book,A,9987,90.486780,
163148,book,A,9991,0.000000,
163153,trade,T,9985,15.380586,S
163154,trade,T,9987,7.910768,B
163158,trade,T,9987,0.596598,B
163163,book,A,9992,42.816706,
163164,book,A,9991,0.000000,
163169,book,A,9988,0.000000,
163172,book,B,9981,0.000000,
163177,book,A,9987,113.331201,
163181,book,B,9982,0.000000,
163186,book,A,9994,24.698788,
163190,book,A,9989,0.000000,
163195,trade,T,9987,13.034598,B
163197,book,A,9989,7.500012,
163202,trade,T,9985,17.208054,S
163204,trade,T,9987,14.671939,B
163209,trade,T,9987,15.558488,B
163213,book,B,9982,0.000000,
163218,book,B,9980,6.438336,
163223,book,B,9984,26.075979,
163226,book,A,9989,6.008157,
163230,book,A,9988,0.000000,
163235,book,B,9980,2.570957,
163239,book,B,9985,106.951906,
163244,trade,T,9985,3.706124,S
163247,book,A,9992,38.883901,
163252,trade,T,9987,11.640658,B
163254,book,A,9988,6.326928,
163259,book,A,9990,4.868137,
163264,book,A,9989,10.406186,
163268,book,A,9990,3.498917,
163271,trade,T,9987,4.134419,B
163272,trade,T,9985,0.793475,S
163277,trade,T,9987,14.307626,B
163280,trade,T,9987,17.755751,B
163285,book,A,9992,32.852667,
163286,trade,T,9987,10.465550,B
163288,book,A,9987,110.666155,
163293,book,B,9985,121.514456,
163298,book,A,9992,50.604037,
163301,book,A,9987,102.463720,
163303,book,B,9984,18.683520,
163305,book,A,9987,111.079241,
163310,book,A,9989,0.000000,
163315,book,A,9988,0.000000,
163316,book,A,9987,96.064061,
163317,trade,T,9987,7.603453,B
163321,book,A,9989,0.000000,
163322,book,A,9988,0.000000,
163326,trade,T,9985,12.805865,S
163327,book,B,9985,128.038350,
163330,book,A,9987,0.000000,
163334,book,A,9987,35.424395,
163338,book,B,9984,33.853509,
163343,book,A,9989,0.000000,
163348,book,A,9994,25.228406,
163350,book,B,9985,119.037010,
163353,book,A,9993,7.554742,
163356,book,A,9987,42.360405,
163360,book,A,9990,9.587784,
163362,book,B,9985,123.489363,
163365,book,A,9989,0.000000,
163370,book,A,9989,1.039496,
163374,book,B,9985,109.830971,
163376,trade,T,9987,5.359817,B
163377,book,B,9985,114.237289,
163380,book,B,9985,121.352334,
163383,book,A,9987,36.668037,
163387,book,B,9981,0.000000,
163388,book,B,9980,0.000000,
163393,book,A,9994,30.878563,
163394,book,B,9980,1.936774,
163398,trade,T,9987,18.879003,B
163403,book,A,9991,0.000000,
163408,book,A,9987,46.404652,
163411,book,B,9978,9.997297,
163412,book,B,9982,0.000000,
163414,book,B,9981,0.000000,
163419,book,B,9985,116.536604,
163421,trade,T,9985,3.154557,S
163425,book,A,9990,11.915170,
163427,book,A,9993,13.386881,
163428,book,A,9989,0.000000,
163430,book,B,9979,0.000000,
163435,book,B,9984,27.924879,
163439,book,B,9985,106.143663,
163444,book,B,9979,2.218905,
163449,book,B,9985,119.558324,
163453,book,A,9987,44.901562,
163456,trade,T,9985,7.272999,S
163457,trade,T,9985,11.377606,S
163461,trade,T,9987,17.779397,B
163463,book,A,9987,36.292546,
163464,book,A,9987,32.940142,
163465,book,B,9979,1.668293,
163466,trade,T,9985,7.067327,S
163469,book,B,9978,7.124880,
163474,trade,T,9985,4.549911,S
163479,book,B,9983,12.326243,
163481,trade,T,9985,9.130968,S
163485,book,A,9991,20.589037,
163488,book,A,9990,0.000000,
163490,book,B,9982,0.000000,
163494,book,B,9982,17.953391,
163495,book,A,9987,40.526918,
163498,trade,T,9987,2.642216,B
163500,book,B,9985,109.589070,
163504,book,B,9979,7.054008,
163507,book,A,9990,0.000000,
163508,book,B,9980,5.378336,
163511,trade,T,9985,15.876822,S
163516,trade,T,9987,6.733116,B
163517,book,B,9983,5.329961,
163519,trade,T,9985,14.059871,S
163524,book,B,9979,0.719646,
163525,book,B,9984,20.983998,
163530,trade,T,9987,6.635020,B
163532,trade,T,9985,19.311286,S
163534,book,A,9989,18.032342,
163537,book,A,9989,22.034227,
163540,book,A,9990,0.000000,
163541,book,B,9984,18.590466,
163542,trade,T,9987,19.794864,B
163545,trade,T,9987,16.555558,B
163546,book,B,9979,0.000000,
163547,book,A,9993,10.529982,
163551,trade,T,9987,11.031344,B
163554,trade,T,9987,9.513073,B
163557,book,A,9991,7.445466,
163562,book,B,9984,11.485035,
163567,book,A,9988,0.808167,
163569,trade,T,9985,7.183250,S
163574,book,A,9988,0.000000,
163578,book,B,9985,105.358705,
163579,book,A,9987,30.760325,
163581,book,B,9984,9.050763,
163585,trade,T,9987,15.112385,B
163590,trade,T,9987,3.475833,B
163594,trade,T,9985,18.634400,S
163599,trade,T,9987,1.089986,B
163601,book,A,9989,25.276555,
163606,book,B,9985,120.226341,
163608,trade,T,9987,12.771111,B
163611,trade,T,9987,6.783197,B
163612,trade,T,9987,8.496116,B
163616,book,B,9985,114.010508,
163621,book,B,9985,108.206641,
163625,book,B,9981,0.000000,
163629,book,B,9985,109.431397,
163633,trade,T,9985,4.682773,S
163638,book,A,9987,24.934287,
163641,trade,T,9987,6.690692,B
163646,trade,T,9987,19.090694,B
163648,book,A,9993,12.634519,
163652,book,B,9979,0.000000,
163657,book,A,9988,4.650131,
163660,trade,T,9985,12.771829,S
163663,book,A,9987,30.669223,
163668,trade,T,9985,11.046564,S
163672,book,A,9988,4.865507,
163674,book,A,9990,0.000000,
163678,trade,T,9987,2.934940,B
163682,trade,T,9985,0.647528,S
163687,book,B,9983,0.665045,
163689,book,B,9982,25.400039,
163692,book,B,9985,107.484466,
163695,book,A,9989,18.746443,
163700,book,B,9984,15.577769,
163703,trade,T,9985,11.619810,S
163707,book,A,9988,5.945350,
163712,book,A,9989,28.285470,
163716,trade,T,9985,8.493798,S
163719,trade,T,9987,12.136604,B
163722,book,A,9987,27.163836,
163723,book,B,9984,15.916913,
163724,book,A,9994,40.781578,
163726,book,A,9990,1.935293,
163728,trade,T,9985,15.567494,S
163730,book,A,9987,13.276905,
163733,book,B,9985,115.341254,
163738,trade,T,9987,19.689240,B
163739,book,B,9984,11.488939,
163740,book,B,9979,0.000000,
163745,trade,T,9985,0.563871,S
163749,trade,T,9987,3.672122,B
163751,trade,T,9985,17.963776,S
163755,book,A,9992,57.582618,
163757,book,A,9987,23.454643,
163762,trade,T,9987,2.969366,B
163765,book,B,9980,8.476809,
163769,trade,T,9987,12.877571,B
163770,book,B,9981,0.000000,
163771,book,A,9987,11.465025,
163773,trade,T,9987,0.819185,B
163777,book,B,9982,23.460039,
163779,book,B,9984,0.000000,
163782,book,B,9984,3.275796,
163784,book,B,9983,0.000000,
163788,book,A,9987,16.400062,
163789,book,A,9987,15.985691,
163790,book,B,9982,14.938020,
163795,book,B,9981,2.752948,
163800,book,A,9991,13.137066,
163804,book,A,9987,7.724534,
163805,trade,T,9985,1.301068,S
163809,trade,T,9987,19.773899,B
163813,book,A,9987,0.000000,
163814,book,B,9985,110.814744,
163815,book,A,9989,42.329207,
163818,trade,T,9987,13.453896,B
163819,book,A,9987,54.922308,
163824,book,B,9981,13.543506,
163828,trade,T,9987,14.109247,B
163831,book,B,9985,120.577315,
163832,book,B,9983,0.000000,
163837,book,B,9979,0.000000,
163840,book,B,9980,8.040201,
163841,book,B,9985,0.000000,
163845,trade,T,9985,11.604995,S
163849,book,B,9984,2.804171,
163850,book,A,9987,0.000000,
163852,book,A,9991,22.651121,
163856,book,B,9981,10.030649,
163860,book,B,9984,2.501052,
163863,trade,T,9985,19.226239,S
163868,book,B,9983,17.894754,
163869,book,A,9989,38.420095,
163872,book,A,9987,0.000000,
163875,trade,T,9987,5.947790,B
163876,book,A,9989,33.099148,
163878,trade,T,9987,7.523893,B
163883,book,A,9991,31.600789,
163887,book,B,9983,29.114976,
163888,trade,T,9987,4.303532,B
163893,book,B,9985,64.926977,
163896,book,B,9980,11.353659,
163898,book,A,9988,3.790491,
163902,book,B,9985,74.495638,
163904,book,A,9987,51.811487,
163906,book,A,9987,50.303462,
163911,book,A,9990,0.000000,
163912,book,B,9982,0.000000,
163914,trade,T,9985,12.945488,S
163917,book,B,9982,0.000000,
163921,book,B,9985,66.374386,
163924,trade,T,9987,12.768504,B
163928,book,A,9988,0.000000,
163931,book,B,9983,29.395042,
163934,book,B,9985,72.058022,
163938,book,B,9985,79.498956,
163940,book,B,9985,88.423244,
163943,book,B,9985,97.937718,
163946,book,A,9991,20.268549,
163951,book,B,9985,0.000000,
163953,book,B,9984,3.123864,
163954,book,A,9993,9.784865,
163958,book,B,9981,12.791850,
163959,trade,T,9985,9.312733,S
163960,book,B,9985,59.553288,
163963,book,A,9989,47.993529,
163968,trade,T,9987,19.296313,B
163971,book,A,9992,66.253030,
163972,book,B,9979,3.183421,
163975,book,A,9987,59.911619,
163978,trade,T,9987,7.827621,B
163981,book,A,9988,0.000000,
163985,book,A,9987,60.755121,
163988,book,A,9992,79.093271,
163993,book,B,9984,3.905681,
163998,book,A,9989,0.000000,
164000,trade,T,9985,9.834830,S
164001,book,B,9982,0.000000,
164003,book,B,9979,6.701940,
164006,trade,T,9985,7.829634,S
164008,trade,T,9985,0.844572,S
164013,book,A,9989,0.000000,
164014,trade,T,9985,3.490566,S
164019,book,B,9984,7.336503,
164022,book,A,9988,0.000000,
164025,trade,T,9985,2.801019,S
164029,book,B,9985,58.175157,
164034,book,B,9980,17.943846,
164035,book,B,9983,30.156899,
164037,book,B,9985,0.000000,
164040,trade,T,9985,0.100000,S
164041,book,A,9990,0.000000,
164046,book,A,9987,70.217348,
164049,book,B,9982,0.000000,
164053,book,B,9985,56.099572,
164058,trade,T,9985,0.792735,S
164063,trade,T,9987,9.979678,B
164064,book,B,9982,0.000000,
164067,book,A,9991,20.589058,
164068,trade,T,9987,2.280765,B
164072,trade,T,9987,15.088042,B
164073,trade,T,9987,12.897887,B
164078,book,A,9993,17.415159,
164080,trade,T,9987,5.298078,B
164084,book,B,9985,52.303461,
164089,book,A,9988,0.000000,
164094,book,B,9985,42.658379,
164096,trade,T,9985,7.199382,S
164101,trade,T,9987,2.549991,B
164106,trade,T,9985,12.152712,S
164108,trade,T,9987,17.095758,B
164111,book,B,9984,0.000000,
164116,book,B,9981,9.169860,
164119,trade,T,9985,13.855911,S
164122,book,B,9980,16.324483,
164123,book,B,9980,6.001997,
164124,book,A,9987,76.551227,
164125,book,B,9985,40.739517,
164128,book,B,9983,22.703775,
164131,book,A,9987,81.703497,
164135,trade,T,9987,7.233017,B
164140,trade,T,9987,3.610513,B
164142,trade,T,9987,3.896361,B
164143,book,B,9983,21.350808,
164147,trade,T,9987,13.424664,B
164149,trade,T,9987,11.663051,B
164150,book,B,9978,6.729319,
164153,trade,T,9985,7.801432,S
164157,book,B,9983,33.624833,
164160,book,A,9992,91.181916,
164164,book,A,9987,89.114385,
164167,trade,T,9985,3.298494,S
164172,book,B,9985,38.121351,
164174,book,B,9985,32.806737,
164176,trade,T,9985,13.592474,S
164178,trade,T,9985,6.547031,S
164183,book,B,9984,0.000000,
164187,book,B,9985,0.000000,
164188,trade,T,9987,4.656121,B
164189,book,B,9985,62.284111,
164191,book,A,9987,78.878759,
164195,trade,T,9987,11.445967,B
164200,trade,T,9985,9.801930,S
164201,book,A,9987,74.747596,
164202,book,A,9988,8.184788,
164207,trade,T,9987,9.923695,B
164208,book,A,9987,76.863732,
164210,book,B,9985,65.563522,
164213,trade,T,9985,13.627561,S
164217,trade,T,9985,12.133237,S
164220,book,A,9987,86.736748,
164224,trade,T,9987,14.013341,B
164229,book,B,9985,62.901401,
164232,book,A,9994,46.209637,
164236,book,A,9987,0.000000,
164237,book,A,9987,53.253863,
164238,trade,T,9985,19.236509,S
164242,book,B,9983,32.226750,
164247,trade,T,9985,3.089707,S
164249,book,B,9985,58.918736,
164250,book,B,9978,9.839297,
164251,trade,T,9987,7.637887,B
164255,trade,T,9987,16.952757,B
164256,book,A,9994,24.046854,
164258,book,A,9994,17.057432,
164259,trade,T,9985,13.598083,S
164260,trade,T,9987,18.903968,B
164265,book,A,9992,90.439288,
164269,book,A,9994,10.207891,
164273,book,B,9981,11.222848,
164277,book,A,9988,5.269661,
164278,book,B,9983,0.000000,
164282,trade,T,9987,3.161349,B
164284,book,A,9988,8.946417,
164286,book,A,9994,20.634224,
164288,book,B,9978,28.671801,
164289,book,B,9985,44.513628,
164292,trade,T,9985,4.894936,S
164296,book,A,9987,0.000000,
164298,trade,T,9987,11.142741,B
164300,trade,T,9985,15.638229,S
164302,book,B,9985,45.885204,
164304,trade,T,9985,4.485610,S
164308,book,A,9989,0.000000,
164310,trade,T,9987,6.400523,B
164312,book,B,9983,10.270601,
164316,book,A,9988,1.478993,
164320,trade,T,9987,16.215705,B
164321,book,A,9987,0.000000,
164325,book,A,9994,0.000000,
164328,book,A,9993,19.365751,
164330,trade,T,9985,1.482309,S
164333,book,A,9993,12.025845,
164334,trade,T,9985,14.893630,S
164335,book,B,9985,40.128945,
164338,book,A,9989,0.000000,
164340,book,B,9985,60.126966,
164342,book,B,9985,59.396301,
164345,book,A,9991,9.003734,
164350,book,A,9994,0.000000,
164355,book,A,9987,53.513153,
164359,trade,T,9987,5.831914,B
164361,book,A,9987,0.000000,
164365,book,B,9981,6.945184,
164367,book,A,9988,0.000000,
164370,book,B,9980,4.363790,
164373,book,B,9985,69.380963,
164378,book,A,9990,12.373617,
164383,trade,T,9985,13.779133,S
164388,book,B,9980,3.671987,
164390,trade,T,9985,8.723870,S
164393,book,A,9987,69.481519,
164396,trade,T,9985,15.965701,S
164397,trade,T,9987,7.359879,B
164402,trade,T,9987,14.455621,B
164404,book,A,9993,16.219832,
