t0,side,qty,horizon_ms,price_mode,price
1770071923872000000,buy,2.000000,250,join_best,0
1770071924286000000,sell,2.000000,1000,join_best,0
1770071925962000000,buy,1.000000,500,join_best,0
1770071937623000000,buy,5.000000,1000,join_best,0
1770071942163000000,buy,5.000000,1000,join_best,0
1770071962355000000,buy,5.000000,500,fixed_price,2351
1770071964536000000,sell,1.000000,1000,join_best,0
1770071980563000000,buy,5.000000,2000,fixed_price,2350
1770071981579000000,sell,1.000000,1000,fixed_price,2351
1770071984013000000,sell,1.000000,500,join_best,0
1770071987201000000,sell,5.000000,250,join_best,0
1770071989103000000,sell,5.000000,2000,join_best,0
1770071990003000000,buy,2.000000,2000,join_best,0
1770072007324000000,buy,1.000000,250,join_best,0
1770072008443000000,sell,5.000000,250,join_best,0
1770072010369000000,sell,5.000000,2000,join_best,0
1770072011370000000,buy,5.000000,250,join_best,0
1770072025911000000,sell,5.000000,250,fixed_price,198
1770072030266000000,sell,1.000000,250,join_best,0
1770072032229000000,sell,5.000000,250,join_best,0
1770072045166000000,sell,5.000000,500,fixed_price,2350
1770072052983000000,sell,1.000000,500,join_best,0
1770072058646000000,sell,2.000000,500,join_best,0
1770072064551000000,buy,5.000000,500,join_best,0
1770072065332000000,buy,1.000000,2000,fixed_price,2347
1770072071215000000,sell,1.000000,250,fixed_price,2349
1770072077446000000,buy,5.000000,1000,fixed_price,2347
1770072085549000000,sell,1.000000,500,join_best,0
1770072097276000000,sell,2.000000,2000,join_best,0
1770072097602000000,sell,1.000000,1000,join_best,0
1770072099220000000,sell,1.000000,250,fixed_price,2350
1770072105439000000,buy,1.000000,2000,join_best,0
1770072106024000000,sell,2.000000,250,join_best,0
1770072106199000000,buy,1.000000,1000,join_best,0
1770072110677000000,sell,2.000000,2000,fixed_price,2352
1770072113425000000,sell,5.000000,1000,fixed_price,2350
1770072123654000000,buy,1.000000,2000,join_best,0
1770072124181000000,sell,1.000000,250,join_best,0
1770072126637000000,sell,5.000000,2000,fixed_price,2114
1770072129351000000,sell,2.000000,2000,join_best,0
1770072130033000000,sell,5.000000,250,join_best,0
1770072134484000000,sell,2.000000,500,join_best,0
1770072142340000000,buy,1.000000,1000,join_best,0
1770072144451000000,buy,2.000000,2000,fixed_price,2348
1770072149032000000,buy,5.000000,2000,join_best,0
1770072150180000000,buy,2.000000,250,join_best,0
1770072159279000000,sell,1.000000,1000,join_best,0
1770072183637000000,buy,2.000000,1000,join_best,0
1770072187473000000,sell,1.000000,250,fixed_price,2345
1770072187524000000,sell,2.000000,250,join_best,0
1770072187524000000,buy,1.000000,500,join_best,0
1770072188826000000,buy,2.000000,1000,join_best,0
1770072190303000000,sell,2.000000,2000,join_best,0
1770072206030000000,sell,5.000000,1000,fixed_price,2357
1770072221450000000,sell,1.000000,500,fixed_price,2249
1770072232267000000,buy,1.000000,2000,join_best,0
1770072233323000000,buy,2.000000,500,join_best,0
1770072234266000000,buy,5.000000,1000,join_best,0
1770072251379000000,sell,5.000000,1000,join_best,0
1770072257400000000,buy,1.000000,500,join_best,0
1770072261804000000,buy,2.000000,1000,fixed_price,2352
1770072263142000000,sell,1.000000,2000,join_best,0
1770072271045000000,buy,2.000000,250,join_best,0
1770072272943000000,sell,1.000000,250,join_best,0
1770072297676000000,buy,1.000000,1000,fixed_price,2356
1770072302002000000,buy,5.000000,250,fixed_price,2351
1770072314876000000,buy,1.000000,1000,join_best,0
1770072328359000000,buy,2.000000,250,join_best,0
1770072328882000000,sell,1.000000,1000,join_best,0
1770072345234000000,sell,5.000000,2000,join_best,0
1770072346674000000,sell,2.000000,500,join_best,0
1770072346674000000,buy,1.000000,250,join_best,0
1770072347406000000,buy,2.000000,2000,join_best,0
1770072347561000000,buy,1.000000,250,fixed_price,2349
1770072353741000000,sell,2.000000,250,join_best,0
1770072353793000000,sell,2.000000,500,join_best,0
1770072358889000000,buy,1.000000,250,join_best,0
1770072359245000000,buy,2.000000,500,join_best,0
1770072375568000000,sell,2.000000,500,join_best,0
1770072390705000000,buy,5.000000,2000,join_best,0
1770072392397000000,sell,2.000000,2000,join_best,0
1770072408400000000,buy,5.000000,1000,join_best,0
1770072408454000000,buy,2.000000,250,join_best,0
1770072412153000000,sell,2.000000,500,fixed_price,2350
1770072412473000000,buy,1.000000,250,join_best,0
1770072417800000000,buy,5.000000,500,join_best,0
1770072431867000000,buy,5.000000,1000,join_best,0
1770072437467000000,sell,5.000000,500,join_best,0
1770072438987000000,buy,5.000000,500,join_best,0
1770072441412000000,sell,1.000000,1000,fixed_price,2351
1770072441464000000,buy,2.000000,250,join_best,0
1770072441516000000,sell,1.000000,2000,join_best,0
1770072441516000000,buy,1.000000,2000,join_best,0
1770072441931000000,sell,5.000000,500,join_best,0
1770072442552000000,buy,5.000000,2000,join_best,0
1770072447094000000,buy,2.000000,2000,join_best,0
1770072447826000000,buy,2.000000,500,fixed_price,4002
1770072452581000000,buy,2.000000,500,fixed_price,2348
1770072453676000000,buy,1.000000,2000,fixed_price,2349
1770072457207000000,buy,5.000000,2000,join_best,0
1770072458247000000,buy,1.000000,1000,join_best,0
1770072463836000000,sell,2.000000,500,join_best,0
1770072483015000000,buy,2.000000,250,fixed_price,2241
1770072488321000000,sell,1.000000,500,fixed_price,2347
1770072499200000000,sell,2.000000,250,join_best,0
1770072499469000000,buy,2.000000,250,join_best,0
1770072503206000000,sell,5.000000,2000,fixed_price,2348
1770072503873000000,sell,1.000000,250,join_best,0
1770072505893000000,sell,1.000000,2000,join_best,0
1770072509392000000,sell,1.000000,1000,join_best,0
1770072518754000000,buy,2.000000,500,join_best,0
1770072522923000000,buy,1.000000,500,join_best,0
1770072542264000000,sell,1.000000,1000,fixed_price,2346
1770072542524000000,buy,1.000000,500,join_best,0
1770072543630000000,buy,1.000000,250,join_best,0
1770072545061000000,buy,1.000000,500,join_best,0
1770072550661000000,buy,5.000000,1000,join_best,0
1770072558152000000,buy,1.000000,2000,join_best,0
1770072560433000000,sell,5.000000,2000,fixed_price,2348
1770072560678000000,buy,2.000000,2000,join_best,0
1770072567029000000,buy,2.000000,2000,fixed_price,2348
1770072568780000000,buy,5.000000,1000,join_best,0
1770072569047000000,sell,1.000000,500,join_best,0
1770072575771000000,buy,5.000000,250,fixed_price,2110
1770072585321000000,buy,5.000000,1000,join_best,0
1770072585584000000,buy,5.000000,1000,join_best,0
1770072587299000000,sell,2.000000,2000,join_best,0
1770072603168000000,sell,2.000000,500,fixed_price,2349
1770072612440000000,buy,1.000000,2000,fixed_price,2350
1770072616638000000,sell,5.000000,1000,join_best,0
1770072630793000000,sell,5.000000,500,fixed_price,2349
1770072649850000000,buy,2.000000,1000,join_best,0
1770072657891000000,buy,1.000000,500,join_best,0
1770072658724000000,sell,2.000000,500,join_best,0
1770072667918000000,sell,1.000000,500,join_best,0
1770072668545000000,sell,1.000000,250,join_best,0
1770072670537000000,buy,2.000000,250,join_best,0
1770072710685000000,sell,2.000000,250,join_best,0
1770072712150000000,sell,5.000000,1000,join_best,0
1770072713460000000,buy,2.000000,1000,fixed_price,2347
1770072715510000000,buy,2.000000,500,join_best,0
1770072718776000000,buy,5.000000,500,join_best,0
1770072719192000000,sell,1.000000,1000,join_best,0
1770072719454000000,sell,2.000000,250,join_best,0
1770072720250000000,buy,2.000000,250,join_best,0
1770072720438000000,buy,5.000000,1000,fixed_price,2361
1770072721693000000,buy,2.000000,250,join_best,0
1770072723325000000,buy,1.000000,500,join_best,0
1770072723428000000,sell,2.000000,1000,fixed_price,2351
1770072729001000000,buy,1.000000,1000,fixed_price,2355
1770072738626000000,sell,2.000000,1000,join_best,0
1770072750303000000,sell,1.000000,500,fixed_price,2352
1770072752509000000,buy,5.000000,500,join_best,0
1770072753827000000,buy,2.000000,2000,join_best,0
1770072754734000000,buy,5.000000,250,join_best,0
1770072760193000000,sell,2.000000,2000,join_best,0
1770072763922000000,buy,1.000000,2000,join_best,0
1770072773576000000,buy,1.000000,500,join_best,0
1770072781248000000,buy,1.000000,1000,join_best,0
1770072781558000000,sell,2.000000,250,join_best,0
1770072796312000000,sell,5.000000,250,join_best,0
1770072803332000000,buy,1.000000,2000,join_best,0
1770072809722000000,sell,5.000000,1000,join_best,0
1770072827532000000,buy,5.000000,2000,fixed_price,2347
1770072833421000000,sell,1.000000,500,join_best,0
1770072841006000000,buy,1.000000,500,fixed_price,2349
1770072847411000000,sell,1.000000,1000,join_best,0
1770072864884000000,sell,2.000000,2000,join_best,0
1770072865611000000,buy,1.000000,1000,join_best,0
1770072867294000000,sell,2.000000,1000,join_best,0
1770072872234000000,buy,1.000000,1000,fixed_price,2320
1770072873657000000,sell,1.000000,1000,fixed_price,2350
1770072874118000000,buy,5.000000,250,join_best,0
1770072874385000000,buy,1.000000,2000,fixed_price,2352
1770072875430000000,buy,1.000000,2000,join_best,0
1770072880203000000,sell,5.000000,2000,join_best,0
1770072885653000000,sell,1.000000,500,join_best,0
1770072899806000000,buy,5.000000,250,join_best,0
1770072909583000000,sell,1.000000,2000,join_best,0
1770072919527000000,sell,5.000000,500,join_best,0
1770072924137000000,sell,5.000000,1000,fixed_price,2356
1770072925340000000,sell,1.000000,500,join_best,0
1770072928134000000,buy,1.000000,250,fixed_price,2350
1770072947939000000,buy,2.000000,2000,join_best,0
1770072952656000000,buy,1.000000,500,join_best,0
1770072969676000000,sell,2.000000,500,fixed_price,2350
1770072980008000000,sell,5.000000,500,join_best,0
1770073021307000000,buy,5.000000,500,join_best,0
1770073028915000000,sell,1.000000,2000,fixed_price,2355
1770073030220000000,buy,5.000000,1000,join_best,0
1770073030378000000,sell,1.000000,500,join_best,0
1770073031054000000,sell,2.000000,1000,join_best,0
1770073031262000000,buy,2.000000,250,join_best,0
1770073031730000000,buy,5.000000,250,join_best,0
1770073031886000000,buy,2.000000,250,join_best,0
1770073033195000000,buy,2.000000,250,join_best,0
1770073035204000000,buy,1.000000,1000,join_best,0
1770073035348000000,sell,1.000000,1000,join_best,0
1770073035504000000,buy,2.000000,250,join_best,0
1770073035816000000,buy,2.000000,500,join_best,0
1770073036180000000,buy,1.000000,1000,fixed_price,2354
1770073037744000000,buy,5.000000,250,join_best,0
1770073038116000000,sell,2.000000,250,join_best,0
1770073040703000000,sell,1.000000,2000,join_best,0
1770073045507000000,buy,5.000000,1000,join_best,0
1770073047548000000,sell,5.000000,500,join_best,0
1770073049050000000,sell,1.000000,1000,join_best,0
1770073057845000000,sell,2.000000,1000,join_best,0
1770073060310000000,buy,1.000000,250,join_best,0
1770073061093000000,buy,5.000000,250,join_best,0
1770073064036000000,buy,5.000000,250,join_best,0
1770073065089000000,buy,1.000000,1000,join_best,0
1770073068196000000,buy,1.000000,500,join_best,0
1770073071037000000,sell,1.000000,250,join_best,0
1770073080151000000,sell,2.000000,500,join_best,0
1770073082751000000,buy,1.000000,500,fixed_price,2345
1770073084685000000,buy,5.000000,250,join_best,0
1770073089439000000,sell,1.000000,500,join_best,0
1770073103635000000,sell,5.000000,250,fixed_price,2345
1770073110763000000,sell,1.000000,250,join_best,0
1770073130056000000,sell,1.000000,1000,join_best,0
1770073133143000000,sell,2.000000,500,join_best,0
1770073135185000000,sell,2.000000,2000,join_best,0
1770073137998000000,sell,1.000000,500,join_best,0
1770073138259000000,buy,1.000000,500,join_best,0
1770073138310000000,buy,2.000000,250,fixed_price,2351
1770073140248000000,buy,5.000000,1000,fixed_price,2352
1770073144445000000,sell,1.000000,250,fixed_price,2350
1770073147841000000,buy,5.000000,1000,join_best,0
1770073153345000000,sell,2.000000,2000,join_best,0
1770073154246000000,sell,2.000000,250,join_best,0
1770073156146000000,sell,5.000000,500,join_best,0
1770073168109000000,sell,5.000000,1000,join_best,0
1770073168498000000,sell,5.000000,250,join_best,0
1770073173278000000,sell,2.000000,500,join_best,0
1770073173645000000,sell,5.000000,500,fixed_price,2364
1770073178423000000,sell,5.000000,250,join_best,0
1770073179431000000,sell,5.000000,1000,fixed_price,2306
1770073181104000000,sell,1.000000,1000,join_best,0
1770073182647000000,sell,2.000000,1000,join_best,0
1770073185854000000,buy,1.000000,250,fixed_price,2356
1770073186329000000,buy,5.000000,1000,join_best,0
1770073195183000000,buy,1.000000,250,join_best,0
